DateUTC,TotalActiveEnergy+,TotalActiveEnergy-,production,consumption
2021-12-31 14:35:00,0,0.036,0.039,-0.036
2021-12-31 14:40:00,0,0.034,0.037,-0.034
2021-12-31 14:45:00,0,0.028,0.034,-0.028
2021-12-31 14:50:00,0,0.025,0.033,-0.025
2021-12-31 14:55:00,0,0.026,0.033,-0.026
2021-12-31 15:00:00,0,0.026,0.032,-0.026
2021-12-31 15:05:00,0,0.025,0.032,-0.025
2021-12-31 15:10:00,0,0.028,0.032,-0.028
2021-12-31 15:15:00,0,0.025,0.028,-0.025
2021-12-31 15:20:00,0,0.026,0.029,-0.026
2021-12-31 15:25:00,0,0.024,0.03,-0.024
2021-12-31 15:30:00,0,0.024,0.028,-0.024
2021-12-31 15:35:00,0,0.022,0.025,-0.022
2021-12-31 15:40:00,0,0.005,0.018,-0.005
2021-12-31 15:45:00,0,0.007,0.019,-0.007
2021-12-31 15:50:00,0,0.004,0.017,-0.004
2021-12-31 15:55:00,0,0.003,0.014,-0.003
2021-12-31 16:00:00,0,0.002,0.013,-0.002
2021-12-31 16:05:00,0.001,0,0.011,0.001
2021-12-31 16:10:00,0.002,0,0.009,0.002
2021-12-31 16:15:00,0.007,0,0.008,0.007
2021-12-31 16:20:00,0.006,0,0.009,0.006
2021-12-31 16:25:00,0.008,0,0.007,0.008
2021-12-31 16:30:00,0.009,0,0.006,0.009
